HOUSE NUMBER,STREET,ZIPCODE,PROPERTY CLASS CODE DESCRIPTION,FRONT,DEPTH,HOUSE NUMBER STREET ZIPCODE
1019,ABBOTT,14220,OFFICE BUILDING,36.13,124.00,1019 ABBOTT 14220
382,LA SALLE,14215,ONE FAMILY DWELLING,32.00,130.00,382 LA SALLE 14215
159,CROWLEY,14207,RESIDENTIAL VACANT LAND,37.50,108.00,159 CROWLEY 14207
37,LA SALLE,14214,RESIDENTIAL VACANT LAND,40.00,105.00,37 LA SALLE 14214
96,CANTWELL,14220,ONE FAMILY DWELLING,44.00,113.00,96 CANTWELL 14220
57,LA SALLE,14214,OTHER STORAGE & WAREHOUSE FACILITIES,195.00,105.00,57 LA SALLE 14214
83,LA SALLE,14214,MANUFACTURING & PROCESSING,70.00,151.00,83 LA SALLE 14214
135,LA SALLE,14214,ONE FAMILY DWELLING,40.00,105.00,135 LA SALLE 14214
293,ROESCH,14207,RESIDENTIAL VACANT LAND,29.00,110.00,293 ROESCH 14207
241,LA SALLE,14215,TWO FAMILY DWELLING,40.00,134.00,241 LA SALLE 14215
257,LA SALLE,14215,ONE FAMILY DWELLING,40.00,132.00,257 LA SALLE 14215
321,LA SALLE,14215,TWO FAMILY DWELLING,40.00,122.00,321 LA SALLE 14215
224,LEROY,14214,ONE FAMILY DWELLING,40.00,120.00,224 LEROY 14214
140,DEWEY,14214,RESIDENTIAL VACANT LAND,40.00,120.00,140 DEWEY 14214
236,LEROY,14214,ONE FAMILY DWELLING,30.00,120.00,236 LEROY 14214
242,LEROY,14214,TWO FAMILY DWELLING,30.00,120.00,242 LEROY 14214
177,HERKIMER,14213,TWO FAMILY DWELLING,61.00,120.00,177 HERKIMER 14213
47,RILEY,14209,APARTMENT,35.00,112.00,47 RILEY 14209
464,LEROY,14215,MULTIPLE RESIDENCES,31.00,125.00,464 LEROY 14215
63,RILEY,14209,TWO FAMILY DWELLING,35.00,112.00,63 RILEY 14209
2018,FILLMORE,14214,RESIDENTIAL VACANT LAND,30.00,125.00,2018 FILLMORE 14214
209,LEROY,14214,ONE FAMILY DWELLING,40.00,252.00,209 LEROY 14214
249,LEROY,14214,TWO FAMILY DWELLING,50.00,252.00,249 LEROY 14214
391,LEROY,14214,ONE FAMILY DWELLING,30.00,130.00,391 LEROY 14214
76,LISBON,14214,ONE FAMILY DWELLING,40.00,120.00,76 LISBON 14214
84,LISBON,14214,ONE FAMILY DWELLING,40.00,120.00,84 LISBON 14214
116,LISBON,14214,TWO FAMILY DWELLING,35.00,121.00,116 LISBON 14214
54,SCHRECK,14215,RESIDENTIAL VACANT LAND,30.00,120.00,54 SCHRECK 14215
253,LISBON,14215,TWO FAMILY DWELLING,35.00,130.00,253 LISBON 14215
2763,MAIN,14214,APARTMENT,110.83,120.00,2763 MAIN 14214
53,RICHFIELD,14220,TWO FAMILY DWELLING,40.00,120.00,53 RICHFIELD 14220
3122,MAIN,14214,DOWNTOWN ROW TYPE (DETACHED),32.50,140.00,3122 MAIN 14214
125,MANHATTAN,14215,ONE FAMILY DWELLING,33.00,122.00,125 MANHATTAN 14215
262,PARKDALE,14213,RESIDENTIAL VACANT LAND,22.00,102.00,262 PARKDALE 14213
37,MERCER,14214,TWO FAMILY DWELLING,37.00,133.00,37 MERCER 14214
68,VERPLANCK,14208,ONE FAMILY DWELLING,30.00,100.00,68 VERPLANCK 14208
45,MERRIMAC,14214,TWO FAMILY DWELLING,30.00,115.00,45 MERRIMAC 14214
58,SHEFFIELD,14220,ONE FAMILY DWELLING,30.00,115.00,58 SHEFFIELD 14220
73,SHEFFIELD,14220,ONE FAMILY DWELLING,31.00,115.00,73 SHEFFIELD 14220
22,MIDWAY,14215,TWO FAMILY DWELLING,31.00,110.00,22 MIDWAY 14215
26,MINNESOTA,14214,ONE FAMILY DWELLING,40.00,0.00,26 MINNESOTA 14214
493,WINSLOW,14211,RESIDENTIAL VACANT LAND,30.00,113.00,493 WINSLOW 14211
521,WINSLOW,14211,RESIDENTIAL VACANT LAND,31.00,113.00,521 WINSLOW 14211
394,MINNESOTA,14215,TWO FAMILY DWELLING,40.00,150.00,394 MINNESOTA 14215
733,PLYMOUTH,14213,RESIDENTIAL VACANT LAND,25.00,150.00,733 PLYMOUTH 14213
257,MINNESOTA,14215,ONE FAMILY DWELLING,40.00,150.00,257 MINNESOTA 14215
367,MINNESOTA,14215,ONE FAMILY DWELLING,40.00,150.00,367 MINNESOTA 14215
87,MONTCLAIR,14215,ONE FAMILY DWELLING,30.00,122.00,87 MONTCLAIR 14215
113,MONTCLAIR,14215,ONE FAMILY DWELLING,30.00,122.00,113 MONTCLAIR 14215
26,MONTCLAIR,14215,TWO FAMILY DWELLING,60.00,122.00,26 MONTCLAIR 14215
95,NIAGARA FALLS BLVD,14214,ONE FAMILY DWELLING,40.00,150.00,95 NIAGARA FALLS BLVD 14214
18,NORMA,14214,ONE FAMILY DWELLING,32.00,106.00,18 NORMA 14214
35,PANNELL,14214,OTHER STORAGE & WAREHOUSE FACILITIES,85.86,167.00,35 PANNELL 14214
41,PARKER,14214,ONE FAMILY DWELLING,50.00,150.00,41 PARKER 14214
537,PARKER,14216,ONE FAMILY DWELLING,43.00,125.00,537 PARKER 14216
149,PARKRIDGE,14215,ONE FAMILY DWELLING,32.00,112.00,149 PARKRIDGE 14215
148,PARKRIDGE,14215,ONE FAMILY DWELLING,30.00,112.00,148 PARKRIDGE 14215
150,PARKRIDGE,14215,ONE FAMILY DWELLING,30.00,112.00,150 PARKRIDGE 14215
33,SANFORD,14214,RESIDENTIAL VACANT LAND,30.00,150.00,33 SANFORD 14214
37,SANFORD,14214,RESIDENTIAL VACANT LAND,37.00,149.00,37 SANFORD 14214
164,PARKRIDGE,14215,ONE FAMILY DWELLING,35.00,112.00,164 PARKRIDGE 14215
166,PARKRIDGE,14215,ONE FAMILY DWELLING,35.00,112.00,166 PARKRIDGE 14215
178,PARKRIDGE,14215,ONE FAMILY DWELLING,35.00,112.00,178 PARKRIDGE 14215
119,NEWFIELD,14207,TWO FAMILY DWELLING,30.00,107.00,119 NEWFIELD 14207
20,SANFORD,14214,RESIDENTIAL VACANT LAND,25.00,133.00,20 SANFORD 14214
30,NEWFIELD,14207,RESIDENTIAL VACANT LAND,30.00,107.00,30 NEWFIELD 14207
332,PARKRIDGE,14215,TWO FAMILY DWELLING,34.97,102.00,332 PARKRIDGE 14215
1112,PARKSIDE,14214,TWO FAMILY DWELLING,38.00,130.00,1112 PARKSIDE 14214
47,POULTNEY,14215,ONE FAMILY DWELLING,32.00,112.00,47 POULTNEY 14215
61,POULTNEY,14215,ONE FAMILY DWELLING,33.00,112.00,61 POULTNEY 14215
151,POULTNEY,14215,ONE FAMILY DWELLING,32.00,112.00,151 POULTNEY 14215
112,POULTNEY,14215,ONE FAMILY DWELLING,35.00,112.00,112 POULTNEY 14215
116,POULTNEY,14215,ONE FAMILY DWELLING,35.00,112.00,116 POULTNEY 14215
138,POULTNEY,14215,TWO FAMILY DWELLING,35.00,112.00,138 POULTNEY 14215
148,POULTNEY,14215,ONE FAMILY DWELLING,30.00,112.00,148 POULTNEY 14215
33,RICHLAWN,14215,ONE FAMILY DWELLING,30.00,121.00,33 RICHLAWN 14215
304,BRECKENRIDGE,14213,DOWNTOWN ROW TYPE (DETACHED),30.00,100.00,304 BRECKENRIDGE 14213
96,RICHLAWN,14215,ONE FAMILY DWELLING,30.00,121.00,96 RICHLAWN 14215
192,RODNEY,14214,RESIDENTIAL VACANT LAND,34.00,112.00,192 RODNEY 14214
236,RODNEY,14214,TWO FAMILY DWELLING,33.33,112.00,236 RODNEY 14214
268,RODNEY,14214,TWO FAMILY DWELLING,30.00,112.00,268 RODNEY 14214
159,RODNEY,14214,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS,30.00,115.00,159 RODNEY 14214
263,RODNEY,14214,ONE FAMILY DWELLING,30.00,115.00,263 RODNEY 14214
52,SHIRLEY,14215,ONE FAMILY DWELLING,35.00,115.00,52 SHIRLEY 14215
142,SHIRLEY,14215,ONE FAMILY DWELLING,35.00,115.00,142 SHIRLEY 14215
184,SHIRLEY,14215,ONE FAMILY DWELLING,35.00,111.00,184 SHIRLEY 14215
45,SHIRLEY,14215,ONE FAMILY DWELLING,35.00,133.00,45 SHIRLEY 14215
63,DART,14213,RESIDENTIAL VACANT LAND,34.81,132.00,63 DART 14213
105,SHIRLEY,14215,TWO FAMILY DWELLING,36.00,124.00,105 SHIRLEY 14215
160,SHOSHONE,14214,TWO FAMILY DWELLING,40.00,121.00,160 SHOSHONE 14214
150,STOCKBRIDGE,14215,TWO FAMILY DWELLING,35.00,114.00,150 STOCKBRIDGE 14215
186,STOCKBRIDGE,14215,ONE FAMILY DWELLING,35.50,110.00,186 STOCKBRIDGE 14215
210,STOCKBRIDGE,14215,ONE FAMILY DWELLING,35.00,108.00,210 STOCKBRIDGE 14215
230,STOCKBRIDGE,14215,ONE FAMILY DWELLING,30.50,105.00,230 STOCKBRIDGE 14215
209,STOCKBRIDGE,14215,TWO FAMILY DWELLING,35.00,102.00,209 STOCKBRIDGE 14215
223,STOCKBRIDGE,14215,ONE FAMILY DWELLING,35.00,102.00,223 STOCKBRIDGE 14215
307,STOCKBRIDGE,14215,ONE FAMILY DWELLING,35.00,102.00,307 STOCKBRIDGE 14215
19,THATCHER,14215,TWO FAMILY DWELLING,73.95,109.00,19 THATCHER 14215
46,RANO,14207,TWO FAMILY DWELLING,34.00,150.00,46 RANO 14207
95,THATCHER,14215,ONE FAMILY DWELLING,32.00,109.00,95 THATCHER 14215
105,THATCHER,14215,ONE FAMILY DWELLING,33.00,109.00,105 THATCHER 14215
13,LINVIEW,14216,RESIDENTIAL VACANT LAND,70.40,26.76,13 LINVIEW 14216
111,THATCHER,14215,ONE FAMILY DWELLING,33.00,109.00,111 THATCHER 14215
150,RIVERSIDE,14207,ONE FAMILY DWELLING,41.00,108.00,150 RIVERSIDE 14207
42,THATCHER,14215,ONE FAMILY DWELLING,33.50,112.00,42 THATCHER 14215
44,THATCHER,14215,ONE FAMILY DWELLING,33.50,112.00,44 THATCHER 14215
20,THORNTON,14215,ONE FAMILY DWELLING,31.00,110.00,20 THORNTON 14215
272,DEWITT,14213,RESIDENTIAL VACANT LAND,37.83,117.00,272 DEWITT 14213
274,DEWITT,14213,RESIDENTIAL VACANT LAND,26.00,148.00,274 DEWITT 14213
38,THORNTON,14215,ONE FAMILY DWELLING,30.00,110.00,38 THORNTON 14215
1758,KENMORE,14216,AUTO BODY AND TIRE SHOPS,96.00,93.25,1758 KENMORE 14216
41,THORNTON,14215,ONE FAMILY DWELLING,31.00,110.00,41 THORNTON 14215
28,VAN GORDER,14214,ONE FAMILY DWELLING,32.00,97.00,28 VAN GORDER 14214
14,VICTORIA,14214,TWO FAMILY DWELLING,38.43,115.00,14 VICTORIA 14214
135,VICTORIA,14214,TWO FAMILY DWELLING,30.00,115.00,135 VICTORIA 14214
141,VICTORIA,14214,ONE FAMILY DWELLING,30.00,115.00,141 VICTORIA 14214
177,VICTORIA,14214,TWO FAMILY DWELLING,45.00,115.00,177 VICTORIA 14214
78,WADE,14214,ONE FAMILY DWELLING,30.00,115.00,78 WADE 14214
94,WADE,14214,TWO FAMILY DWELLING,40.00,115.00,94 WADE 14214
17,WADE,14214,ONE FAMILY DWELLING,30.00,150.00,17 WADE 14214
25,WADE,14214,ONE FAMILY DWELLING,32.00,150.00,25 WADE 14214
29,WADE,14214,ONE FAMILY DWELLING,30.00,150.00,29 WADE 14214
69,WADE,14214,ONE FAMILY DWELLING,32.00,153.00,69 WADE 14214
30,WAKEFIELD,14214,TWO FAMILY DWELLING,30.00,115.00,30 WAKEFIELD 14214
54,WAKEFIELD,14214,TWO FAMILY DWELLING,30.00,115.00,54 WAKEFIELD 14214
113,GRANT,14213,ONE STORY SMALL STRUCTURE,49.01,34.00,113 GRANT 14213
92,WAKEFIELD,14214,TWO FAMILY DWELLING,28.00,115.00,92 WAKEFIELD 14214
166,WAKEFIELD,14214,TWO FAMILY DWELLING,30.00,115.00,166 WAKEFIELD 14214
174,WAKEFIELD,14214,TWO FAMILY DWELLING,45.00,115.00,174 WAKEFIELD 14214
194,WAKEFIELD,14214,TWO FAMILY DWELLING,30.00,115.00,194 WAKEFIELD 14214
93,THOMPSON,14207,ONE FAMILY DWELLING,25.00,100.00,93 THOMPSON 14207
57,WAKEFIELD,14214,TWO FAMILY DWELLING,30.00,120.00,57 WAKEFIELD 14214
115,WAKEFIELD,14214,THREE FAMILY DWELLING,30.00,120.00,115 WAKEFIELD 14214
121,WAKEFIELD,14214,TWO FAMILY DWELLING,30.00,120.00,121 WAKEFIELD 14214
89,NORTHRUP WEST,14214,ONE FAMILY DWELLING,34.00,109.00,89 NORTHRUP WEST 14214
20,WORCESTER,14215,TWO FAMILY DWELLING,69.30,120.00,20 WORCESTER 14215
299,HOLDEN,14214,RESIDENTIAL VACANT LAND,5.00,18.00,299 HOLDEN 14214
47,ALICE,14215,ONE FAMILY DWELLING,32.00,105.00,47 ALICE 14215
4,ALMA,14215,ONE FAMILY DWELLING,30.00,147.00,4 ALMA 14215
22,ALMA,14215,ONE FAMILY DWELLING,30.00,143.00,22 ALMA 14215
30,ALMA,14215,ONE FAMILY DWELLING,30.00,141.00,30 ALMA 14215
32,ALMA,14215,TWO FAMILY DWELLING,30.00,141.00,32 ALMA 14215
80,WILEY,14207,RESIDENTIAL VACANT LAND,45.00,112.00,80 WILEY 14207
38,ALMA,14215,ONE FAMILY DWELLING,30.00,140.00,38 ALMA 14215
92,SUNSET,14207,ONE FAMILY DWELLING,45.00,104.50,92 SUNSET 14207
62,ALMA,14215,ONE FAMILY DWELLING,30.00,135.00,62 ALMA 14215
39,ALMA,14215,ONE FAMILY DWELLING,30.00,120.00,39 ALMA 14215
81,ALMA,14215,ONE FAMILY DWELLING,30.00,120.00,81 ALMA 14215
67,HAWLEY,14213,TWO FAMILY DWELLING,30.00,134.00,67 HAWLEY 14213
57,AMSTERDAM,14215,ONE FAMILY DWELLING,32.00,111.00,57 AMSTERDAM 14215
32,ANDOVER,14215,TWO FAMILY DWELLING,32.00,136.00,32 ANDOVER 14215
66,ANDOVER,14215,ONE FAMILY DWELLING,32.00,142.00,66 ANDOVER 14215
83,ANDOVER,14215,ONE FAMILY DWELLING,32.00,124.00,83 ANDOVER 14215
117,CLARENCE,14215,RESIDENTIAL VACANT LAND,28.00,112.00,117 CLARENCE 14215
89,BRIDGEMAN,14207,RESIDENTIAL VACANT LAND,30.00,140.00,89 BRIDGEMAN 14207
97,ARDEN,14215,TWO FAMILY DWELLING,36.00,120.00,97 ARDEN 14215
2655,BAILEY,14215,AUTO DEALERS,115.00,160.00,2655 BAILEY 14215
34,HELEN,14213,RESIDENTIAL VACANT LAND,30.00,142.00,34 HELEN 14213
63,KILHOFFER,14211,RESIDENTIAL VACANT LAND,30.00,108.00,63 KILHOFFER 14211
3223,BAILEY,14215,SERVICE AND GAS STATIONS,65.00,0.00,3223 BAILEY 14215
2578,BAILEY,14215,TWO FAMILY DWELLING,30.00,120.00,2578 BAILEY 14215
213,CRESCENT,14214,ONE FAMILY DWELLING,32.50,187.00,213 CRESCENT 14214
2608,BAILEY,14215,DOWNTOWN ROW TYPE (DETACHED),60.00,120.00,2608 BAILEY 14215
2620,BAILEY,14215,TWO FAMILY DWELLING,30.00,120.00,2620 BAILEY 14215
2648,BAILEY,14215,COMMERCIAL VACANT LAND,30.00,120.00,2648 BAILEY 14215
2742,BAILEY,14215,COM VAC W/IMP,32.00,127.00,2742 BAILEY 14215
2808,BAILEY,14215,MOTOR VEHICLE SERVICES,128.00,0.00,2808 BAILEY 14215
2970,BAILEY,14215,DOWNTOWN ROW TYPE (DETACHED),31.00,150.00,2970 BAILEY 14215
34,DREXEL,14214,RESIDENTIAL VACANT LAND,33.00,105.00,34 DREXEL 14214
132,HERKIMER,14213,RESIDENTIAL VACANT LAND,32.50,100.00,132 HERKIMER 14213
448,BERKSHIRE,14215,ONE FAMILY DWELLING,30.00,110.00,448 BERKSHIRE 14215
443,BERKSHIRE,14215,ONE FAMILY DWELLING,30.00,110.00,443 BERKSHIRE 14215
453,BERKSHIRE,14215,ONE FAMILY DWELLING,30.00,110.00,453 BERKSHIRE 14215
495,BERKSHIRE,14215,ONE FAMILY DWELLING,30.00,110.00,495 BERKSHIRE 14215
26,BERWYN,14215,TWO FAMILY DWELLING,32.00,124.00,26 BERWYN 14215
30,AMHERST EAST,14214,SKATING,133.17,382.00,30 AMHERST EAST 14214
422,KOONS,14211,COMMERCIAL VACANT LAND,30.00,113.00,422 KOONS 14211
62,BERWYN,14215,ONE FAMILY DWELLING,32.00,124.00,62 BERWYN 14215
106,BERWYN,14215,ONE FAMILY DWELLING,32.00,124.00,106 BERWYN 14215
10,GLOR,14207,ONE FAMILY DWELLING,30.00,110.00,10 GLOR 14207
24,BICKFORD,14215,ONE FAMILY DWELLING,30.00,105.00,24 BICKFORD 14215
54,BICKFORD,14215,TWO FAMILY DWELLING,30.00,105.00,54 BICKFORD 14215
100,BICKFORD,14215,TWO FAMILY DWELLING,32.00,105.00,100 BICKFORD 14215
138,BICKFORD,14215,ONE FAMILY DWELLING,32.00,105.00,138 BICKFORD 14215
166,BICKFORD,14215,ONE FAMILY DWELLING,32.00,105.00,166 BICKFORD 14215
21,BIRCH PL,14215,ONE FAMILY DWELLING,30.00,111.00,21 BIRCH PL 14215
55,BIRCH PL,14215,ONE FAMILY DWELLING,30.00,111.00,55 BIRCH PL 14215
61,BIRCH PL,14215,ONE FAMILY DWELLING,32.13,111.00,61 BIRCH PL 14215
82,PARKDALE,14213,RESIDENTIAL VACANT LAND,100.00,40.73,82 PARKDALE 14213
245,GROTE,14207,RESIDENTIAL VACANT LAND,35.00,135.00,245 GROTE 14207
46,BIRCH PL,14215,ONE FAMILY DWELLING,30.00,111.00,46 BIRCH PL 14215
56,BIRCH PL,14215,ONE FAMILY DWELLING,30.00,111.00,56 BIRCH PL 14215
86,BURLINGTON,14215,ONE FAMILY DWELLING,22.00,127.00,86 BURLINGTON 14215
90,MONTANA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,90 MONTANA 14211
355,CAMBRIDGE,14215,TWO FAMILY DWELLING,35.00,125.00,355 CAMBRIDGE 14215
377,CAMBRIDGE,14215,TWO FAMILY DWELLING,35.00,125.00,377 CAMBRIDGE 14215
415,CAMBRIDGE,14215,TWO FAMILY DWELLING,31.00,125.00,415 CAMBRIDGE 14215
433,CAMBRIDGE,14215,ONE FAMILY DWELLING,31.50,125.00,433 CAMBRIDGE 14215
496,CAMBRIDGE,14215,ONE FAMILY DWELLING,40.00,125.00,496 CAMBRIDGE 14215
516,CAMBRIDGE,14215,ONE FAMILY DWELLING,40.00,125.00,516 CAMBRIDGE 14215
324,MOSELLE,14211,ONE FAMILY DWELLING,29.53,112.00,324 MOSELLE 14211
286,CHELSEA,14215,TWO FAMILY DWELLING,32.00,106.00,286 CHELSEA 14215
36,CITY LINE,14215,ONE FAMILY DWELLING,35.00,68.21,36 CITY LINE 14215
104,HEWITT,14215,ONE FAMILY DWELLING,34.00,112.00,104 HEWITT 14215
502,MOSELLE,14215,RESIDENTIAL VACANT LAND,34.00,100.00,502 MOSELLE 14215
101,CLOVERDALE,14215,TWO FAMILY DWELLING,32.00,128.00,101 CLOVERDALE 14215
28,LAYER,14207,ONE FAMILY DWELLING,30.00,104.00,28 LAYER 14207
103,CLOVERDALE,14215,ONE FAMILY DWELLING,32.00,128.00,103 CLOVERDALE 14215
9,COLLINGWOOD,14215,ONE FAMILY DWELLING,32.00,115.00,9 COLLINGWOOD 14215
17,COLLINGWOOD,14215,ONE FAMILY DWELLING,32.00,114.00,17 COLLINGWOOD 14215
30,CONNELLY,14215,ONE FAMILY DWELLING,34.00,128.00,30 CONNELLY 14215
98,NEVADA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,98 NEVADA 14211
62,CONNELLY,14215,TWO FAMILY DWELLING,35.00,128.00,62 CONNELLY 14215
126,NEVADA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,126 NEVADA 14211
45,CONNELLY,14215,TWO FAMILY DWELLING,33.00,128.00,45 CONNELLY 14215
57,CONNELLY,14215,TWO FAMILY DWELLING,33.00,128.00,57 CONNELLY 14215
87,KENSINGTON,14214,TWO FAMILY DWELLING,35.00,107.00,87 KENSINGTON 14214
329,CORNWALL,14215,TWO FAMILY DWELLING,35.00,125.00,329 CORNWALL 14215
44,HERTEL,14207,TWO FAMILY DWELLING,30.00,110.00,44 HERTEL 14207
355,CORNWALL,14215,TWO FAMILY DWELLING,35.00,125.00,355 CORNWALL 14215
361,CORNWALL,14215,ONE FAMILY DWELLING,35.00,125.00,361 CORNWALL 14215
496,CORNWALL,14215,ONE FAMILY DWELLING,35.00,125.00,496 CORNWALL 14215
502,CORNWALL,14215,TWO FAMILY DWELLING,35.00,125.00,502 CORNWALL 14215
518,CORNWALL,14215,TWO FAMILY DWELLING,35.00,125.00,518 CORNWALL 14215
119,COURTLAND,14215,RESIDENTIAL VACANT LAND,30.00,104.00,119 COURTLAND 14215
141,COURTLAND,14215,ONE FAMILY DWELLING,30.00,104.00,141 COURTLAND 14215
151,COURTLAND,14215,ONE FAMILY DWELLING,30.00,104.00,151 COURTLAND 14215
155,COURTLAND,14215,ONE FAMILY DWELLING,30.00,104.00,155 COURTLAND 14215
177,COURTLAND,14215,ONE FAMILY DWELLING,60.00,103.00,177 COURTLAND 14215
195,COURTLAND,14215,ONE FAMILY DWELLING,30.00,103.00,195 COURTLAND 14215
2124,KENMORE,14207,RESIDENTIAL VACANT LAND,59.98,0.00,2124 KENMORE 14207
212,COURTLAND,14215,TWO FAMILY DWELLING,30.00,184.00,212 COURTLAND 14215
109,CROY,14215,ONE FAMILY DWELLING,68.51,64.00,109 CROY 14215
360,DARTMOUTH,14215,ONE FAMILY DWELLING,30.00,108.00,360 DARTMOUTH 14215
293,JEWETT AVE,14214,RESIDENTIAL VACANT LAND,30.00,120.00,293 JEWETT AVE 14214
406,DARTMOUTH,14215,ONE FAMILY DWELLING,42.00,108.00,406 DARTMOUTH 14215
460,DARTMOUTH,14215,TWO FAMILY DWELLING,30.00,108.00,460 DARTMOUTH 14215
317,JEWETT AVE,14214,RESIDENTIAL VACANT LAND,30.00,120.00,317 JEWETT AVE 14214
325,JEWETT AVE,14214,RESIDENTIAL VACANT LAND,31.50,120.00,325 JEWETT AVE 14214
89,MONTICELLO,14214,TWO FAMILY DWELLING,31.00,107.00,89 MONTICELLO 14214
315,DARTMOUTH,14215,ONE FAMILY DWELLING,30.00,108.00,315 DARTMOUTH 14215
343,DARTMOUTH,14215,TWO FAMILY DWELLING,30.00,108.00,343 DARTMOUTH 14215
353,DARTMOUTH,14215,ONE FAMILY DWELLING,30.00,108.00,353 DARTMOUTH 14215
435,DARTMOUTH,14215,ONE FAMILY DWELLING,30.00,108.00,435 DARTMOUTH 14215
471,DARTMOUTH,14215,TWO FAMILY DWELLING,30.00,108.00,471 DARTMOUTH 14215
527,DARTMOUTH,14215,ONE FAMILY DWELLING,30.00,108.00,527 DARTMOUTH 14215
68,DAVIDSON,14215,ONE FAMILY DWELLING,30.00,105.00,68 DAVIDSON 14215
36,NEWFIELD,14207,RESIDENTIAL VACANT LAND,10.00,107.00,36 NEWFIELD 14207
80,DAVIDSON,14215,TWO FAMILY DWELLING,30.00,105.00,80 DAVIDSON 14215
216,DAVIDSON,14215,TWO FAMILY DWELLING,35.00,110.00,216 DAVIDSON 14215
50,OAKWOOD EAST,14214,TWO FAMILY DWELLING,30.00,110.00,50 OAKWOOD EAST 14214
2055,NIAGARA,14207,DOWNTOWN ROW TYPE (DETACHED),33.00,99.00,2055 NIAGARA 14207
298,DAVIDSON,14215,TWO FAMILY DWELLING,35.00,105.00,298 DAVIDSON 14215
51,DAVIDSON,14215,ONE FAMILY DWELLING,30.00,105.00,51 DAVIDSON 14215
77,DAVIDSON,14215,ONE FAMILY DWELLING,30.00,105.00,77 DAVIDSON 14215
127,DAVIDSON,14215,ONE FAMILY DWELLING,32.00,105.00,127 DAVIDSON 14215
139,DAVIDSON,14215,ONE FAMILY DWELLING,32.00,105.00,139 DAVIDSON 14215
151,DAVIDSON,14215,ONE FAMILY DWELLING,32.00,105.00,151 DAVIDSON 14215
15,WASMUTH,14211,ONE FAMILY DWELLING,30.00,105.00,15 WASMUTH 14211
44,BREWSTER,14214,TWO FAMILY DWELLING,31.00,75.00,44 BREWSTER 14214
273,DAVIDSON,14215,TWO FAMILY DWELLING,35.00,105.00,273 DAVIDSON 14215
89,WASMUTH,14211,RESIDENTIAL VACANT LAND,30.00,105.00,89 WASMUTH 14211
98,DECKER,14215,ONE FAMILY DWELLING,33.00,127.00,98 DECKER 14215
92,WASMUTH,14211,TWO FAMILY DWELLING,30.00,105.00,92 WASMUTH 14211
63,DEERFIELD,14215,ONE FAMILY DWELLING,40.00,125.00,63 DEERFIELD 14215
95,DEERFIELD,14215,ONE FAMILY DWELLING,40.00,125.00,95 DEERFIELD 14215
131,DEERFIELD,14215,ONE FAMILY DWELLING,31.00,125.00,131 DEERFIELD 14215
35,WYOMING,14215,RESIDENTIAL VACANT LAND,30.00,118.00,35 WYOMING 14215
157,DEERFIELD,14215,ONE FAMILY DWELLING,32.50,125.00,157 DEERFIELD 14215
114,DEERFIELD,14215,ONE FAMILY DWELLING,31.00,125.00,114 DEERFIELD 14215
162,DEERFIELD,14215,ONE FAMILY DWELLING,31.00,125.00,162 DEERFIELD 14215
332,DEERFIELD,14215,ONE FAMILY DWELLING,35.00,108.00,332 DEERFIELD 14215
167,ZENNER,14211,RESIDENTIAL VACANT LAND,30.00,110.00,167 ZENNER 14211
862,DELAVAN EAST,14215,DOWNTOWN ROW TYPE (DETACHED),35.27,133.00,862 DELAVAN EAST 14215
974,DELAVAN EAST,14215,COM VAC W/IMP,142.50,0.00,974 DELAVAN EAST 14215
569,ONTARIO,14207,COMMERCIAL VACANT LAND,30.00,125.00,569 ONTARIO 14207
1134,DELAVAN EAST,14215,TWO FAMILY DWELLING,30.00,120.00,1134 DELAVAN EAST 14215
18,PEORIA,14207,ONE FAMILY DWELLING,31.00,100.00,18 PEORIA 14207
1370,DELAVAN EAST,14215,RESIDENTIAL VACANT LAND,30.00,125.00,1370 DELAVAN EAST 14215
1428,DELAVAN EAST,14215,TWO FAMILY DWELLING,33.00,133.00,1428 DELAVAN EAST 14215
1510,DELAVAN EAST,14215,TWO FAMILY DWELLING,30.00,170.00,1510 DELAVAN EAST 14215
36,DORRIS,14215,ONE FAMILY DWELLING,30.00,120.00,36 DORRIS 14215
48,DORRIS,14215,ONE FAMILY DWELLING,30.00,120.00,48 DORRIS 14215
69,DORRIS,14215,ONE FAMILY DWELLING,30.00,120.00,69 DORRIS 14215
101,DORRIS,14215,TWO FAMILY DWELLING,30.00,120.00,101 DORRIS 14215
65,DURHAM,14215,ONE FAMILY DWELLING,35.00,125.00,65 DURHAM 14215
111,DURHAM,14215,ONE FAMILY DWELLING,32.00,125.00,111 DURHAM 14215
133,DURHAM,14215,ONE FAMILY DWELLING,32.00,125.00,133 DURHAM 14215
132,DURHAM,14215,ONE FAMILY DWELLING,40.00,125.00,132 DURHAM 14215
283,BRINKMAN,14211,RESIDENTIAL VACANT LAND,30.00,115.00,283 BRINKMAN 14211
184,EASTON,14215,TWO FAMILY DWELLING,45.00,110.00,184 EASTON 14215
18,MARIGOLD,14215,RESIDENTIAL VACANT LAND,30.00,121.00,18 MARIGOLD 14215
271,EASTON,14215,ONE FAMILY DWELLING,50.00,110.00,271 EASTON 14215
738,AMHERST EAST,14215,TWO FAMILY DWELLING,30.00,110.00,738 AMHERST EAST 14215
